FieldValueId,FieldId,Name,Text,IsActive,Position
,3752,42W 34L,,true,
,3752,31W 32L,,true,
,3752,33W 34L,,true,
,3752,34W 34L,,true,
,3753,8,,true,
,3753,10,,true,
,3753,12,,true,
,3753,14,,true,
,3753,16,,true,
,3753,18,,true,
,3753,Small,,true,
,3753,Medium,,true,
,3753,Large,,true,
,3753,X Large,,true,
,3754,No Sz,,true,
,3753,6,,true,
,3753,4,,true,
,3755,Sm,,true,
,3755,Md,,true,
,3755,Lg,,true,
,3755,X-Lg,,true,
,3755,X-Sm,,true,
,3753,25,,true,
,3753,26,,true,
,3753,27,,true,
,3753,28,,true,
,3753,29,,true,
,3753,30,,true,
,3753,32,,true,
