Id,SkuId,FieldId,FieldValueId,Text
0,847,3214,2429,
0,513,3214,2429,
0,2745,3214,2429,
0,1377,3214,2429,
0,1991,3214,2429,
0,165,3214,2430,
0,722,3214,2430,
0,2976,3214,2430,
0,649,3214,2430,
0,779,3214,2430,
0,3319,3214,2430,
0,3067,3214,2430,
0,362,3214,2430,
0,3290,3214,2430,
0,251,3214,2430,
0,2168,3214,2430,
0,2813,3214,2431,
0,1696,3214,2431,
0,2926,3214,2431,
0,2004,3214,2431,
0,135,3214,2431,
0,2283,3214,2431,
0,2782,3214,2431,
0,1240,3214,2431,
0,95,3214,2431,
0,702,3214,2431,
0,2871,3214,2431,
0,65,3214,2431,
0,2855,3214,2431,
0,836,3214,2431,
0,2593,3214,2431,
0,2617,3214,2432,
0,1576,3214,2432,
0,156,3214,2432,
0,1323,3214,2432,
0,2645,3214,2432,
0,214,3214,2432,
0,2180,3214,2432,
0,2230,3214,2432,
0,430,3214,2432,
0,1963,3214,2432,
0,2842,3214,2432,
0,2089,3214,2433,
0,1306,3214,2433,
